year_month,person,screen_time_seconds
2013-08,newt gingrich,5157
2013-09,newt gingrich,14850
2013-10,newt gingrich,17152
2013-11,newt gingrich,9908
2013-12,newt gingrich,4577
2014-01,newt gingrich,6483
2014-02,newt gingrich,3401
2014-03,newt gingrich,2341
2014-04,newt gingrich,934
2014-05,newt gingrich,5065
2014-06,newt gingrich,3636
2014-07,newt gingrich,2722
2014-08,newt gingrich,1899
2014-09,newt gingrich,2964
2014-10,newt gingrich,1364
2014-11,newt gingrich,2982
2014-12,newt gingrich,1593
2015-01,newt gingrich,191
2015-02,newt gingrich,42
2015-03,newt gingrich,568
2015-04,newt gingrich,179
2015-05,newt gingrich,340
2015-06,newt gingrich,857
2015-07,newt gingrich,221
2015-08,newt gingrich,2438
2015-09,newt gingrich,4591
2015-10,newt gingrich,7190
2015-11,newt gingrich,2925
2015-12,newt gingrich,7062
2016-01,newt gingrich,6481
2016-02,newt gingrich,6820
2016-03,newt gingrich,13506
2016-04,newt gingrich,10385
2016-05,newt gingrich,18725
2016-06,newt gingrich,14477
2016-07,newt gingrich,22305
2016-08,newt gingrich,12634
2016-09,newt gingrich,13654
2016-10,newt gingrich,21461
2016-11,newt gingrich,16176
2016-12,newt gingrich,16402
2017-01,newt gingrich,12698
2017-02,newt gingrich,2082
2017-03,newt gingrich,18302
2017-04,newt gingrich,8889
2017-05,newt gingrich,15331
2017-06,newt gingrich,12750
2017-07,newt gingrich,9999
2017-08,newt gingrich,8652
2017-09,newt gingrich,8706
2017-10,newt gingrich,10705
2017-11,newt gingrich,4035
2017-12,newt gingrich,6219
2018-01,newt gingrich,7772
2018-02,newt gingrich,4260
2018-03,newt gingrich,2114
2018-04,newt gingrich,5442
2018-05,newt gingrich,3732
2018-06,newt gingrich,5828
2018-07,newt gingrich,5349
2018-08,newt gingrich,3193
2018-09,newt gingrich,3694
2018-10,newt gingrich,10161
2018-11,newt gingrich,4926
2018-12,newt gingrich,3309
2019-01,newt gingrich,5749
2019-02,newt gingrich,2332
2019-03,newt gingrich,4907
2019-04,newt gingrich,5249
2019-05,newt gingrich,4775
2019-06,newt gingrich,2826
2019-07,newt gingrich,4138
2019-08,newt gingrich,1837
2019-09,newt gingrich,4345
2019-10,newt gingrich,6592
2019-11,newt gingrich,3474
2019-12,newt gingrich,3511
2020-01,newt gingrich,3104
2020-02,newt gingrich,4603
2020-03,newt gingrich,4450
2020-04,newt gingrich,2158
2020-05,newt gingrich,1860
2020-06,newt gingrich,2235
2020-07,newt gingrich,2600
2010-01,nicolle wallace,1323
2010-02,nicolle wallace,920
2010-03,nicolle wallace,1008
2010-04,nicolle wallace,51
2010-05,nicolle wallace,6
2010-06,nicolle wallace,21
2010-07,nicolle wallace,798
2010-08,nicolle wallace,768
2010-09,nicolle wallace,858
2010-10,nicolle wallace,3817
2010-11,nicolle wallace,6891
2010-12,nicolle wallace,2422
2011-01,nicolle wallace,279
2011-02,nicolle wallace,60
2011-03,nicolle wallace,24
2011-04,nicolle wallace,99
2011-05,nicolle wallace,289
2011-06,nicolle wallace,975
2011-07,nicolle wallace,3030
2011-08,nicolle wallace,2151
2011-09,nicolle wallace,2142
2011-10,nicolle wallace,1560
2011-11,nicolle wallace,69
2011-12,nicolle wallace,111
2012-01,nicolle wallace,120
2012-02,nicolle wallace,65
2012-03,nicolle wallace,1908
2012-04,nicolle wallace,120
2012-05,nicolle wallace,147
2012-06,nicolle wallace,5686
2012-07,nicolle wallace,54
2012-08,nicolle wallace,63
2012-09,nicolle wallace,36
2012-10,nicolle wallace,84
2012-11,nicolle wallace,117
2012-12,nicolle wallace,105
2013-01,nicolle wallace,105
2013-02,nicolle wallace,286
2013-03,nicolle wallace,5479
2013-04,nicolle wallace,132
2013-05,nicolle wallace,192
2013-06,nicolle wallace,1215
2013-07,nicolle wallace,3760
2013-08,nicolle wallace,3442
2013-09,nicolle wallace,3773
2013-10,nicolle wallace,2562
2013-11,nicolle wallace,3712
2013-12,nicolle wallace,1800
2014-01,nicolle wallace,3288
2014-02,nicolle wallace,3788
2014-03,nicolle wallace,1155
2014-04,nicolle wallace,2722
2014-05,nicolle wallace,2476
2014-06,nicolle wallace,1199
2014-07,nicolle wallace,2452
2014-08,nicolle wallace,1431
2014-09,nicolle wallace,408
2014-10,nicolle wallace,1506
2014-11,nicolle wallace,2375
2014-12,nicolle wallace,856
2015-01,nicolle wallace,726
2015-02,nicolle wallace,841
2015-03,nicolle wallace,807
2015-04,nicolle wallace,830
2015-05,nicolle wallace,1642
2015-06,nicolle wallace,970
2015-07,nicolle wallace,1377
2015-08,nicolle wallace,1656
2015-09,nicolle wallace,4097
2015-10,nicolle wallace,4141
2015-11,nicolle wallace,2374
2015-12,nicolle wallace,5136
2016-01,nicolle wallace,3976
2016-02,nicolle wallace,6342
2016-03,nicolle wallace,7783
2016-04,nicolle wallace,6274
2016-05,nicolle wallace,6846
2016-06,nicolle wallace,6394
2016-07,nicolle wallace,9624
2016-08,nicolle wallace,2380
2016-09,nicolle wallace,8397
2016-10,nicolle wallace,9386
2016-11,nicolle wallace,6450
2016-12,nicolle wallace,3253
2017-01,nicolle wallace,9798
2017-02,nicolle wallace,3504
2017-03,nicolle wallace,2351
2017-04,nicolle wallace,7417
2017-05,nicolle wallace,18734
2017-06,nicolle wallace,26185
2017-07,nicolle wallace,12601
2017-08,nicolle wallace,16091
2017-09,nicolle wallace,14284
2017-10,nicolle wallace,16399
2017-11,nicolle wallace,17128
2017-12,nicolle wallace,14342
2018-01,nicolle wallace,27401
2018-02,nicolle wallace,20037
2018-03,nicolle wallace,16823
2018-04,nicolle wallace,28286
2018-05,nicolle wallace,22267
2018-06,nicolle wallace,15322
2018-07,nicolle wallace,15577
2018-08,nicolle wallace,23920
2018-09,nicolle wallace,14933
2018-10,nicolle wallace,16004
2018-11,nicolle wallace,16513
2018-12,nicolle wallace,12061
2019-01,nicolle wallace,19148
2019-02,nicolle wallace,19105
2019-03,nicolle wallace,18192
2019-04,nicolle wallace,25340
2019-05,nicolle wallace,22666
2019-06,nicolle wallace,20013
2019-07,nicolle wallace,15926
2019-08,nicolle wallace,12246
2019-09,nicolle wallace,18422
2019-10,nicolle wallace,19492
2019-11,nicolle wallace,19108
2019-12,nicolle wallace,15126
2020-01,nicolle wallace,16029
2020-02,nicolle wallace,16923
2020-03,nicolle wallace,16703
2020-04,nicolle wallace,34452
2020-05,nicolle wallace,26408
2020-06,nicolle wallace,22705
2020-07,nicolle wallace,30735
2010-01,old_mitt_romney,4170
2010-02,old_mitt_romney,1145
2010-03,old_mitt_romney,10057
2010-04,old_mitt_romney,2589
2010-05,old_mitt_romney,436
2010-06,old_mitt_romney,523
2010-07,old_mitt_romney,1073
2010-08,old_mitt_romney,909
2010-09,old_mitt_romney,1771
2010-10,old_mitt_romney,458
2010-11,old_mitt_romney,1753
2010-12,old_mitt_romney,1382
2011-01,old_mitt_romney,1787
2011-02,old_mitt_romney,3473
2011-03,old_mitt_romney,1639
2011-04,old_mitt_romney,5358
2011-05,old_mitt_romney,6621
2011-06,old_mitt_romney,17734
2011-07,old_mitt_romney,4801
2011-08,old_mitt_romney,13624
2011-09,old_mitt_romney,22353
2011-10,old_mitt_romney,29255
2011-11,old_mitt_romney,20872
2011-12,old_mitt_romney,58596
2012-01,old_mitt_romney,91948
2012-02,old_mitt_romney,51381
2012-03,old_mitt_romney,48049
2012-04,old_mitt_romney,45899
2012-05,old_mitt_romney,47900
2012-06,old_mitt_romney,36057
2012-07,old_mitt_romney,72016
2012-08,old_mitt_romney,78804
2012-09,old_mitt_romney,88600
2012-10,old_mitt_romney,188444
2012-11,old_mitt_romney,49162
2012-12,old_mitt_romney,4117
2013-01,old_mitt_romney,2388
2013-02,old_mitt_romney,1758
2013-03,old_mitt_romney,14130
2013-04,old_mitt_romney,1335
2013-05,old_mitt_romney,1747
2013-06,old_mitt_romney,4039
2013-07,old_mitt_romney,733
2013-08,old_mitt_romney,1477
2013-09,old_mitt_romney,1253
2013-10,old_mitt_romney,2062
2013-11,old_mitt_romney,5581
2013-12,old_mitt_romney,901
2014-01,old_mitt_romney,6047
2014-02,old_mitt_romney,5824
2014-03,old_mitt_romney,3756
2014-04,old_mitt_romney,1087
2014-05,old_mitt_romney,4093
2014-06,old_mitt_romney,4640
2014-07,old_mitt_romney,1940
2014-08,old_mitt_romney,3001
2014-09,old_mitt_romney,4763
2014-10,old_mitt_romney,3086
2014-11,old_mitt_romney,4312
2014-12,old_mitt_romney,1343
2015-01,old_mitt_romney,14959
2015-02,old_mitt_romney,1975
2015-03,old_mitt_romney,2921
2015-04,old_mitt_romney,4454
2015-05,old_mitt_romney,1386
2015-06,old_mitt_romney,4060
2015-07,old_mitt_romney,863
2015-08,old_mitt_romney,566
2015-09,old_mitt_romney,1267
2015-10,old_mitt_romney,3688
2015-11,old_mitt_romney,1067
2015-12,old_mitt_romney,747
2016-01,old_mitt_romney,525
2016-02,old_mitt_romney,3060
2016-03,old_mitt_romney,23714
2016-04,old_mitt_romney,1110
2016-05,old_mitt_romney,3843
2016-06,old_mitt_romney,4784
2016-07,old_mitt_romney,3963
2016-08,old_mitt_romney,8103
2016-09,old_mitt_romney,6311
2016-10,old_mitt_romney,20965
2016-11,old_mitt_romney,20553
2016-12,old_mitt_romney,8495
2017-01,old_mitt_romney,4083
2017-02,old_mitt_romney,9759
2017-03,old_mitt_romney,17678
2017-04,old_mitt_romney,6873
2017-05,old_mitt_romney,2491
2017-06,old_mitt_romney,2513
2017-07,old_mitt_romney,2767
2017-08,old_mitt_romney,2313
2017-09,old_mitt_romney,1056
2017-10,old_mitt_romney,1244
2017-11,old_mitt_romney,1406
2017-12,old_mitt_romney,2741
2018-01,old_mitt_romney,9341
2018-02,old_mitt_romney,3414
2018-03,old_mitt_romney,3215
2018-04,old_mitt_romney,2346
2018-05,old_mitt_romney,4517
2018-06,old_mitt_romney,2639
2018-07,old_mitt_romney,1744
2018-08,old_mitt_romney,861
2018-09,old_mitt_romney,0
2018-10,old_mitt_romney,0
2018-11,old_mitt_romney,0
2018-12,old_mitt_romney,0
2019-01,old_mitt_romney,0
2019-02,old_mitt_romney,0
2019-03,old_mitt_romney,0
2019-04,old_mitt_romney,0
2019-05,old_mitt_romney,0
2019-06,old_mitt_romney,0
2019-07,old_mitt_romney,0
2019-08,old_mitt_romney,0
2019-09,old_mitt_romney,0
2019-10,old_mitt_romney,0
2019-11,old_mitt_romney,0
2019-12,old_mitt_romney,0
2020-01,old_mitt_romney,0
2020-02,old_mitt_romney,0
2020-03,old_mitt_romney,0
2020-04,old_mitt_romney,0
2020-05,old_mitt_romney,0
2020-06,old_mitt_romney,0
2020-07,old_mitt_romney,0
2010-01,paul ryan,971
2010-02,paul ryan,3839
2010-03,paul ryan,6760
2010-04,paul ryan,2611
2010-05,paul ryan,381
2010-06,paul ryan,237
2010-07,paul ryan,2249
2010-08,paul ryan,693
2010-09,paul ryan,2845
2010-10,paul ryan,585
2010-11,paul ryan,3515
2010-12,paul ryan,1611
2011-01,paul ryan,10994
2011-02,paul ryan,6026
2011-03,paul ryan,2534
2011-04,paul ryan,22655
2011-05,paul ryan,13381
2011-06,paul ryan,4687
2011-07,paul ryan,4898
2011-08,paul ryan,5475
2011-09,paul ryan,4746
2011-10,paul ryan,4488
2011-11,paul ryan,2291
2011-12,paul ryan,1397
2012-01,paul ryan,1955
2012-02,paul ryan,6115
2012-03,paul ryan,13290
2012-04,paul ryan,11437
2012-05,paul ryan,6538
2012-06,paul ryan,4117
2012-07,paul ryan,2415
2012-08,paul ryan,96393
2012-09,paul ryan,24679
2012-10,paul ryan,76692
2012-11,paul ryan,6104
2012-12,paul ryan,2686
2013-01,paul ryan,8305
2013-02,paul ryan,1665
2013-03,paul ryan,19914
2013-04,paul ryan,3042
2013-05,paul ryan,4677
2013-06,paul ryan,4697
2013-07,paul ryan,1005
2013-08,paul ryan,1743
2013-09,paul ryan,432
2013-10,paul ryan,3779
2013-11,paul ryan,994
2013-12,paul ryan,17807
2014-01,paul ryan,3467
2014-02,paul ryan,1813
2014-03,paul ryan,8043
2014-04,paul ryan,6829
2014-05,paul ryan,1227
2014-06,paul ryan,2617
2014-07,paul ryan,4989
2014-08,paul ryan,4776
2014-09,paul ryan,796
2014-10,paul ryan,1674
2014-11,paul ryan,561
2014-12,paul ryan,459
2015-01,paul ryan,2393
2015-02,paul ryan,2098
2015-03,paul ryan,559
2015-04,paul ryan,1118
2015-05,paul ryan,1405
2015-06,paul ryan,3804
2015-07,paul ryan,51
2015-08,paul ryan,33
2015-09,paul ryan,471
2015-10,paul ryan,26035
2015-11,paul ryan,10469
2015-12,paul ryan,4366
2016-01,paul ryan,15359
2016-02,paul ryan,2223
2016-03,paul ryan,6304
2016-04,paul ryan,10614
2016-05,paul ryan,38662
2016-06,paul ryan,21144
2016-07,paul ryan,14666
2016-08,paul ryan,11320
2016-09,paul ryan,2840
2016-10,paul ryan,9701
2016-11,paul ryan,10619
2016-12,paul ryan,9310
2017-01,paul ryan,44462
2017-02,paul ryan,21334
2017-03,paul ryan,81062
2017-04,paul ryan,10827
2017-05,paul ryan,24558
2017-06,paul ryan,12162
2017-07,paul ryan,6399
2017-08,paul ryan,23739
2017-09,paul ryan,11628
2017-10,paul ryan,10611
2017-11,paul ryan,18665
2017-12,paul ryan,19725
2018-01,paul ryan,39382
2018-02,paul ryan,15932
2018-03,paul ryan,6420
2018-04,paul ryan,13774
2018-05,paul ryan,4193
2018-06,paul ryan,7345
2018-07,paul ryan,4731
2018-08,paul ryan,2131
2018-09,paul ryan,1096
2018-10,paul ryan,1765
2018-11,paul ryan,2194
2018-12,paul ryan,3743
2019-01,paul ryan,1014
2019-02,paul ryan,1671
2019-03,paul ryan,619
2019-04,paul ryan,47
2019-05,paul ryan,31
2019-06,paul ryan,125
2019-07,paul ryan,1634
2019-08,paul ryan,70
2019-09,paul ryan,81
2019-10,paul ryan,74
2019-11,paul ryan,39
2019-12,paul ryan,86
2020-01,paul ryan,26
2020-02,paul ryan,55
2020-03,paul ryan,26
2020-04,paul ryan,11
2020-05,paul ryan,63
2020-06,paul ryan,36
2020-07,paul ryan,101
2010-01,piers morgan,0
2010-02,piers morgan,30
2010-03,piers morgan,0
2010-04,piers morgan,21
2010-05,piers morgan,9
2010-06,piers morgan,18
2010-07,piers morgan,24
2010-08,piers morgan,9
2010-09,piers morgan,222
2010-10,piers morgan,33
2010-11,piers morgan,110
2010-12,piers morgan,1492
2011-01,piers morgan,27843
2011-02,piers morgan,39019
2011-03,piers morgan,34332
2011-04,piers morgan,33163
2011-05,piers morgan,36560
2011-06,piers morgan,32758
2011-07,piers morgan,44732
2011-08,piers morgan,51066
2011-09,piers morgan,37300
2011-10,piers morgan,37394
2011-11,piers morgan,43553
2011-12,piers morgan,56954
2012-01,piers morgan,49855
2012-02,piers morgan,60587
2012-03,piers morgan,54460
2012-04,piers morgan,49851
2012-05,piers morgan,41222
2012-06,piers morgan,37833
2012-07,piers morgan,48058
2012-08,piers morgan,49674
2012-09,piers morgan,33427
2012-10,piers morgan,42174
2012-11,piers morgan,49865
2012-12,piers morgan,52247
2013-01,piers morgan,65345
2013-02,piers morgan,28892
2013-03,piers morgan,18295
2013-04,piers morgan,31196
2013-05,piers morgan,32147
2013-06,piers morgan,28077
2013-07,piers morgan,28788
2013-08,piers morgan,36650
2013-09,piers morgan,25017
2013-10,piers morgan,36337
2013-11,piers morgan,19191
2013-12,piers morgan,18220
2014-01,piers morgan,23830
2014-02,piers morgan,21687
2014-03,piers morgan,16060
2014-04,piers morgan,51
2014-05,piers morgan,45
2014-06,piers morgan,3
2014-07,piers morgan,27
2014-08,piers morgan,3
2014-09,piers morgan,66
2014-10,piers morgan,837
2014-11,piers morgan,3
2014-12,piers morgan,230
2015-01,piers morgan,48
2015-02,piers morgan,1314
2015-03,piers morgan,27
2015-04,piers morgan,27
2015-05,piers morgan,173
2015-06,piers morgan,111
2015-07,piers morgan,66
2015-08,piers morgan,54
2015-09,piers morgan,24
2015-10,piers morgan,117
2015-11,piers morgan,15
2015-12,piers morgan,99
2016-01,piers morgan,84
2016-02,piers morgan,732
2016-03,piers morgan,778
2016-04,piers morgan,365
2016-05,piers morgan,314
2016-06,piers morgan,51
2016-07,piers morgan,30
2016-08,piers morgan,106
2016-09,piers morgan,9
2016-10,piers morgan,54
2016-11,piers morgan,24
2016-12,piers morgan,120
2017-01,piers morgan,15
2017-02,piers morgan,2528
2017-03,piers morgan,9
2017-04,piers morgan,1443
2017-05,piers morgan,0
2017-06,piers morgan,38
2017-07,piers morgan,6
2017-08,piers morgan,12
2017-09,piers morgan,6
2017-10,piers morgan,12
2017-11,piers morgan,42
2017-12,piers morgan,9
2018-01,piers morgan,51
2018-02,piers morgan,1590
2018-03,piers morgan,9
2018-04,piers morgan,1143
2018-05,piers morgan,3
2018-06,piers morgan,12
2018-07,piers morgan,1217
2018-08,piers morgan,0
2018-09,piers morgan,3
2018-10,piers morgan,6
2018-11,piers morgan,1266
2018-12,piers morgan,38
2019-01,piers morgan,42
2019-02,piers morgan,1488
2019-03,piers morgan,3
2019-04,piers morgan,2241
2019-05,piers morgan,19
2019-06,piers morgan,595
2019-07,piers morgan,49
2019-08,piers morgan,56
2019-09,piers morgan,41
2019-10,piers morgan,671
2019-11,piers morgan,7
2019-12,piers morgan,81
2020-01,piers morgan,33
2020-02,piers morgan,1457
2020-03,piers morgan,571
2020-04,piers morgan,1479
2020-05,piers morgan,3
2020-06,piers morgan,1
2020-07,piers morgan,9
2010-01,poppy harlow,741
2010-02,poppy harlow,1512
2010-03,poppy harlow,1323
2010-04,poppy harlow,496
2010-05,poppy harlow,208
2010-06,poppy harlow,263
2010-07,poppy harlow,1623
2010-08,poppy harlow,1662
2010-09,poppy harlow,1019
2010-10,poppy harlow,805
2010-11,poppy harlow,1749
2010-12,poppy harlow,780
2011-01,poppy harlow,522
2011-02,poppy harlow,327
2011-03,poppy harlow,546
2011-04,poppy harlow,555
2011-05,poppy harlow,183
2011-06,poppy harlow,1500
2011-07,poppy harlow,1720
2011-08,poppy harlow,3846
2011-09,poppy harlow,882
2011-10,poppy harlow,632
2011-11,poppy harlow,1220
2011-12,poppy harlow,821
2012-01,poppy harlow,1044
2012-02,poppy harlow,526
2012-03,poppy harlow,482
2012-04,poppy harlow,716
2012-05,poppy harlow,2055
2012-06,poppy harlow,2638
2012-07,poppy harlow,12977
2012-08,poppy harlow,3771
2012-09,poppy harlow,1990
2012-10,poppy harlow,360
2012-11,poppy harlow,1250
2012-12,poppy harlow,2898
2013-01,poppy harlow,1081
2013-02,poppy harlow,234
2013-03,poppy harlow,2901
2013-04,poppy harlow,5170
2013-05,poppy harlow,5631
2013-06,poppy harlow,1203
2013-07,poppy harlow,6330
2013-08,poppy harlow,917
2013-09,poppy harlow,534
2013-10,poppy harlow,3401
2013-11,poppy harlow,1241
2013-12,poppy harlow,2169
2014-01,poppy harlow,898
2014-02,poppy harlow,1563
2014-03,poppy harlow,1842
2014-04,poppy harlow,3844
2014-05,poppy harlow,3074
2014-06,poppy harlow,4460
2014-07,poppy harlow,5763
2014-08,poppy harlow,5886
2014-09,poppy harlow,3529
2014-10,poppy harlow,7226
2014-11,poppy harlow,9413
2014-12,poppy harlow,8426
2015-01,poppy harlow,10174
2015-02,poppy harlow,7119
2015-03,poppy harlow,7471
2015-04,poppy harlow,9735
2015-05,poppy harlow,16225
2015-06,poppy harlow,13459
2015-07,poppy harlow,7005
2015-08,poppy harlow,14808
2015-09,poppy harlow,4282
2015-10,poppy harlow,9481
2015-11,poppy harlow,7610
2015-12,poppy harlow,9783
2016-01,poppy harlow,9558
2016-02,poppy harlow,8694
2016-03,poppy harlow,8129
2016-04,poppy harlow,3129
2016-05,poppy harlow,3
2016-06,poppy harlow,167
2016-07,poppy harlow,9217
2016-08,poppy harlow,16610
2016-09,poppy harlow,18244
2016-10,poppy harlow,23235
2016-11,poppy harlow,15639
2016-12,poppy harlow,16539
2017-01,poppy harlow,12954
2017-02,poppy harlow,10339
2017-03,poppy harlow,8240
2017-04,poppy harlow,4669
2017-05,poppy harlow,2547
2017-06,poppy harlow,6301
2017-07,poppy harlow,8613
2017-08,poppy harlow,7335
2017-09,poppy harlow,7305
2017-10,poppy harlow,5146
2017-11,poppy harlow,4519
2017-12,poppy harlow,16079
2018-01,poppy harlow,9043
2018-02,poppy harlow,259
2018-03,poppy harlow,3
2018-04,poppy harlow,1141
2018-05,poppy harlow,13223
2018-06,poppy harlow,20832
2018-07,poppy harlow,22208
2018-08,poppy harlow,36584
2018-09,poppy harlow,8039
2018-10,poppy harlow,14451
2018-11,poppy harlow,8115
2018-12,poppy harlow,6260
2019-01,poppy harlow,26863
2019-02,poppy harlow,13646
2019-03,poppy harlow,16742
2019-04,poppy harlow,18701
2019-05,poppy harlow,10674
2019-06,poppy harlow,10689
2019-07,poppy harlow,15622
2019-08,poppy harlow,7822
2019-09,poppy harlow,16966
2019-10,poppy harlow,15862
2019-11,poppy harlow,11634
2019-12,poppy harlow,9425
2020-01,poppy harlow,13044
2020-02,poppy harlow,7582
2020-03,poppy harlow,6091
2020-04,poppy harlow,28351
2020-05,poppy harlow,19708
2020-06,poppy harlow,23962
2020-07,poppy harlow,12634
2010-01,rachel maddow,46712
2010-02,rachel maddow,45562
2010-03,rachel maddow,48931
2010-04,rachel maddow,47650
2010-05,rachel maddow,19801
2010-06,rachel maddow,30017
2010-07,rachel maddow,29077
2010-08,rachel maddow,44277
2010-09,rachel maddow,44608
2010-10,rachel maddow,30091
2010-11,rachel maddow,25938
2010-12,rachel maddow,23797
2011-01,rachel maddow,24456
2011-02,rachel maddow,33365
2011-03,rachel maddow,39780
2011-04,rachel maddow,36273
2011-05,rachel maddow,30468
2011-06,rachel maddow,41931
2011-07,rachel maddow,21541
2011-08,rachel maddow,34306
2011-09,rachel maddow,33204
2011-10,rachel maddow,31132
2011-11,rachel maddow,28768
2011-12,rachel maddow,35978
2012-01,rachel maddow,48865
2012-02,rachel maddow,34290
2012-03,rachel maddow,47065
2012-04,rachel maddow,45599
2012-05,rachel maddow,38574
2012-06,rachel maddow,29479
2012-07,rachel maddow,21770
2012-08,rachel maddow,46118
2012-09,rachel maddow,37742
2012-10,rachel maddow,39101
2012-11,rachel maddow,37426
2012-12,rachel maddow,20529
2013-01,rachel maddow,32180
2013-02,rachel maddow,29413
2013-03,rachel maddow,30554
2013-04,rachel maddow,33899
2013-05,rachel maddow,30849
2013-06,rachel maddow,30562
2013-07,rachel maddow,20417
2013-08,rachel maddow,28950
2013-09,rachel maddow,30101
2013-10,rachel maddow,38652
2013-11,rachel maddow,29209
2013-12,rachel maddow,23771
2014-01,rachel maddow,36787
2014-02,rachel maddow,31780
2014-03,rachel maddow,31531
2014-04,rachel maddow,33414
2014-05,rachel maddow,36522
2014-06,rachel maddow,34560
2014-07,rachel maddow,25649
2014-08,rachel maddow,24077
2014-09,rachel maddow,40495
2014-10,rachel maddow,43792
2014-11,rachel maddow,31643
2014-12,rachel maddow,26361
2015-01,rachel maddow,25992
2015-02,rachel maddow,33805
2015-03,rachel maddow,31997
2015-04,rachel maddow,28732
2015-05,rachel maddow,27612
2015-06,rachel maddow,32751
2015-07,rachel maddow,37871
2015-08,rachel maddow,25716
2015-09,rachel maddow,30704
2015-10,rachel maddow,37612
2015-11,rachel maddow,34001
2015-12,rachel maddow,30366
2016-01,rachel maddow,39528
2016-02,rachel maddow,43116
2016-03,rachel maddow,39548
2016-04,rachel maddow,41785
2016-05,rachel maddow,38412
2016-06,rachel maddow,33705
2016-07,rachel maddow,18784
2016-08,rachel maddow,32941
2016-09,rachel maddow,33138
2016-10,rachel maddow,36818
2016-11,rachel maddow,43591
2016-12,rachel maddow,35319
2017-01,rachel maddow,43948
2017-02,rachel maddow,51203
2017-03,rachel maddow,66395
2017-04,rachel maddow,54222
2017-05,rachel maddow,43804
2017-06,rachel maddow,41299
2017-07,rachel maddow,45195
2017-08,rachel maddow,31223
2017-09,rachel maddow,33189
2017-10,rachel maddow,42478
2017-11,rachel maddow,31596
2017-12,rachel maddow,39984
2018-01,rachel maddow,52038
2018-02,rachel maddow,53222
2018-03,rachel maddow,41480
2018-04,rachel maddow,44868
2018-05,rachel maddow,47231
2018-06,rachel maddow,45015
2018-07,rachel maddow,41043
2018-08,rachel maddow,42840
2018-09,rachel maddow,50547
2018-10,rachel maddow,43628
2018-11,rachel maddow,42852
2018-12,rachel maddow,41202
2019-01,rachel maddow,53829
2019-02,rachel maddow,49994
2019-03,rachel maddow,65748
2019-04,rachel maddow,55447
2019-05,rachel maddow,50550
2019-06,rachel maddow,46332
2019-07,rachel maddow,40711
2019-08,rachel maddow,47659
2019-09,rachel maddow,45195
2019-10,rachel maddow,60772
2019-11,rachel maddow,55320
2019-12,rachel maddow,47116
2020-01,rachel maddow,59225
2020-02,rachel maddow,41793
2020-03,rachel maddow,44182
2020-04,rachel maddow,56779
2020-05,rachel maddow,47608
2020-06,rachel maddow,38634
2020-07,rachel maddow,40005
2010-01,rick santorum,3896
2010-02,rick santorum,2816
2010-03,rick santorum,5145
2010-04,rick santorum,2984
2010-05,rick santorum,1281
2010-06,rick santorum,54
2010-07,rick santorum,1380
2010-08,rick santorum,4287
2010-09,rick santorum,3609
2010-10,rick santorum,4050
2010-11,rick santorum,3040
2010-12,rick santorum,4139
2011-01,rick santorum,3457
2011-02,rick santorum,2431
2011-03,rick santorum,3596
2011-04,rick santorum,4779
2011-05,rick santorum,8037
2011-06,rick santorum,15264
2011-07,rick santorum,3626
2011-08,rick santorum,14965
2011-09,rick santorum,17468
2011-10,rick santorum,15416
2011-11,rick santorum,8747
2011-12,rick santorum,29560
2012-01,rick santorum,131146
2012-02,rick santorum,121629
2012-03,rick santorum,91956
2012-04,rick santorum,37196
2012-05,rick santorum,2223
2012-06,rick santorum,3154
2012-07,rick santorum,882
2012-08,rick santorum,8855
2012-09,rick santorum,1531
2012-10,rick santorum,2819
2012-11,rick santorum,4839
2012-12,rick santorum,1545
2013-01,rick santorum,1429
2013-02,rick santorum,964
2013-03,rick santorum,2094
2013-04,rick santorum,1575
2013-05,rick santorum,1325
2013-06,rick santorum,5900
2013-07,rick santorum,7900
2013-08,rick santorum,4577
2013-09,rick santorum,2599
2013-10,rick santorum,1539
2013-11,rick santorum,3386
2013-12,rick santorum,3053
2014-01,rick santorum,1493
2014-02,rick santorum,874
2014-03,rick santorum,3413
2014-04,rick santorum,1255
2014-05,rick santorum,2601
2014-06,rick santorum,1164
2014-07,rick santorum,730
2014-08,rick santorum,816
2014-09,rick santorum,1233
2014-10,rick santorum,281
2014-11,rick santorum,915
2014-12,rick santorum,539
2015-01,rick santorum,3325
2015-02,rick santorum,2344
2015-03,rick santorum,1276
2015-04,rick santorum,2069
2015-05,rick santorum,13384
2015-06,rick santorum,8206
2015-07,rick santorum,15132
2015-08,rick santorum,7940
2015-09,rick santorum,7060
2015-10,rick santorum,3347
2015-11,rick santorum,3747
2015-12,rick santorum,5489
2016-01,rick santorum,7290
2016-02,rick santorum,3398
2016-03,rick santorum,296
2016-04,rick santorum,376
2016-05,rick santorum,197
2016-06,rick santorum,441
2016-07,rick santorum,923
2016-08,rick santorum,640
2016-09,rick santorum,661
2016-10,rick santorum,111
2016-11,rick santorum,879
2016-12,rick santorum,4809
2017-01,rick santorum,4097
2017-02,rick santorum,7590
2017-03,rick santorum,7554
2017-04,rick santorum,3390
2017-05,rick santorum,3904
2017-06,rick santorum,4794
2017-07,rick santorum,5632
2017-08,rick santorum,4962
2017-09,rick santorum,8243
2017-10,rick santorum,3675
2017-11,rick santorum,2995
2017-12,rick santorum,6201
2018-01,rick santorum,10085
2018-02,rick santorum,1542
2018-03,rick santorum,5928
